phase,iter,step,train_total,train_pde,train_high_bc,test_total,test_pde,test_high_bc,block_loss_before,block_loss_after,block_delta_weights,block_finite,block_num_steps
adam,1458,1458,0.03451599692251474,,,nan,,,,,,,
adam,1459,1459,0.03450527817327515,,,nan,,,,,,,
adam,1460,1460,0.0344945830860334,,,nan,,,,,,,
adam,1461,1461,0.03448391123548856,,,nan,,,,,,,
adam,1462,1462,0.03447326220400128,,,nan,,,,,,,
adam,1463,1463,0.03446263558157348,,,nan,,,,,,,
adam,1464,1464,0.03445203096582436,,,nan,,,,,,,
adam,1465,1465,0.034441447961962496,,,nan,,,,,,,
adam,1466,1466,0.03443088618275453,,,nan,,,,,,,
adam,1467,1467,0.03442034524849015,,,nan,,,,,,,
adam,1468,1468,0.034409824786943974,,,nan,,,,,,,
adam,1469,1469,0.03439932443333403,,,nan,,,,,,,
adam,1470,1470,0.034388843830277245,,,nan,,,,,,,
adam,1471,1471,0.03437838262774206,,,nan,,,,,,,
adam,1472,1472,0.03436794048299812,,,nan,,,,,,,
adam,1473,1473,0.03435751706056347,,,nan,,,,,,,
adam,1474,1474,0.03434711203214909,,,nan,,,,,,,
adam,1475,1475,0.03433672507660107,,,nan,,,,,,,
adam,1476,1476,0.03432635587984061,,,nan,,,,,,,
adam,1477,1477,0.03431600413480181,,,nan,,,,,,,
adam,1478,1478,0.03430566954136746,,,nan,,,,,,,
adam,1479,1479,0.03429535180630303,,,nan,,,,,,,
adam,1480,1480,0.034285050643188875,,,nan,,,,,,,
adam,1481,1481,0.0342747657723508,,,nan,,,,,,,
adam,1482,1482,0.03426449692078921,,,nan,,,,,,,
adam,1483,1483,0.03425424382210673,,,nan,,,,,,,
adam,1484,1484,0.034244006216434725,,,nan,,,,,,,
adam,1485,1485,0.034233783850358565,,,nan,,,,,,,
adam,1486,1486,0.03422357647684187,,,nan,,,,,,,
adam,1487,1487,0.03421338385514979,,,nan,,,,,,,
adam,1488,1488,0.0342032057507715,,,nan,,,,,,,
adam,1489,1489,0.03419304193534195,,,nan,,,,,,,
adam,1490,1490,0.03418289218656287,,,nan,,,,,,,
adam,1491,1491,0.03417275628812337,,,nan,,,,,,,
adam,1492,1492,0.034162634029620026,,,nan,,,,,,,
adam,1493,1493,0.03415252520647652,,,nan,,,,,,,
adam,1494,1494,0.03414242961986307,,,nan,,,,,,,
adam,1495,1495,0.03413234707661566,,,nan,,,,,,,
adam,1496,1496,0.03412227738915499,,,nan,,,,,,,
adam,1497,1497,0.03411222037540554,,,nan,,,,,,,
adam,1498,1498,0.034102175858714494,,,nan,,,,,,,
adam,1499,1499,0.034092143667770795,,,nan,,,,,,,
adam,1500,1500,0.03408212363652427,,,0.01974557371536901,,,,,,,
adam,1501,1501,0.03407211560410504,,,nan,,,,,,,
adam,1502,1502,0.034062119414742964,,,nan,,,,,,,
adam,1503,1503,0.034052134917687646,,,nan,,,,,,,
adam,1504,1504,0.0340421619671285,,,nan,,,,,,,
adam,1505,1505,0.03403220042211534,,,nan,,,,,,,
adam,1506,1506,0.034022250146479395,,,nan,,,,,,,
adam,1507,1507,0.034012311008754736,,,nan,,,,,,,
adam,1508,1508,0.03400238288210017,,,nan,,,,,,,
adam,1509,1509,0.0339924656442217,,,nan,,,,,,,
adam,1510,1510,0.033982559177295577,,,nan,,,,,,,
adam,1511,1511,0.03397266336789179,,,nan,,,,,,,
adam,1512,1512,0.03396277810689837,,,nan,,,,,,,
adam,1513,1513,0.03395290328944609,,,nan,,,,,,,
adam,1514,1514,0.033943038814834,,,nan,,,,,,,
adam,1515,1515,0.033933184586455514,,,nan,,,,,,,
adam,1516,1516,0.03392334051172524,,,nan,,,,,,,
adam,1517,1517,0.03391350650200643,,,nan,,,,,,,
adam,1518,1518,0.03390368247253922,,,nan,,,,,,,
adam,1519,1519,0.0338938683423695,,,nan,,,,,,,
adam,1520,1520,0.03388406403427853,,,nan,,,,,,,
adam,1521,1521,0.03387426947471329,,,nan,,,,,,,
adam,1522,1522,0.033864484593717555,,,nan,,,,,,,
adam,1523,1523,0.0338547093248637,,,nan,,,,,,,
adam,1524,1524,0.03384494360518517,,,nan,,,,,,,
adam,1525,1525,0.03383518737510978,,,nan,,,,,,,
adam,1526,1526,0.03382544057839368,,,nan,,,,,,,
adam,1527,1527,0.033815703162056045,,,nan,,,,,,,
adam,1528,1528,0.033805975076314485,,,nan,,,,,,,
adam,1529,1529,0.03379625627452118,,,nan,,,,,,,
adam,1530,1530,0.0337865467130997,,,nan,,,,,,,
adam,1531,1531,0.03377684635148252,,,nan,,,,,,,
adam,1532,1532,0.033767155152049325,,,nan,,,,,,,
adam,1533,1533,0.03375747308006578,,,nan,,,,,,,
adam,1534,1534,0.033747800103623174,,,nan,,,,,,,
adam,1535,1535,0.033738136193578655,,,nan,,,,,,,
adam,1536,1536,0.03372848132349611,,,nan,,,,,,,
adam,1537,1537,0.03371883546958766,,,nan,,,,,,,
adam,1538,1538,0.033709198610655876,,,nan,,,,,,,
adam,1539,1539,0.03369957072803646,,,nan,,,,,,,
adam,1540,1540,0.0336899518055417,,,nan,,,,,,,
adam,1541,1541,0.03368034182940442,,,nan,,,,,,,
adam,1542,1542,0.03367074078822251,,,nan,,,,,,,
adam,1543,1543,0.03366114867290408,,,nan,,,,,,,
adam,1544,1544,0.03365156547661311,,,nan,,,,,,,
adam,1545,1545,0.03364199119471572,,,nan,,,,,,,
adam,1546,1546,0.03363242582472688,,,nan,,,,,,,
adam,1547,1547,0.033622869366257725,,,nan,,,,,,,
adam,1548,1548,0.03361332182096335,,,nan,,,,,,,
adam,1549,1549,0.03360378319249107,,,nan,,,,,,,
adam,1550,1550,0.03359425348642927,,,nan,,,,,,,
adam,1551,1551,0.033584732710256575,,,nan,,,,,,,
adam,1552,1552,0.03357522087329164,,,nan,,,,,,,
adam,1553,1553,0.03356571798664332,,,nan,,,,,,,
adam,1554,1554,0.03355622406316128,,,nan,,,,,,,
adam,1555,1555,0.03354673911738708,,,nan,,,,,,,
adam,1556,1556,0.03353726316550569,,,nan,,,,,,,
adam,1557,1557,0.03352779622529738,,,nan,,,,,,,
adam,1558,1558,0.03351833831609003,,,nan,,,,,,,
adam,1559,1559,0.033508889458711985,,,nan,,,,,,,
adam,1560,1560,0.033499449675445034,,,nan,,,,,,,
adam,1561,1561,0.033490018989978054,,,nan,,,,,,,
adam,1562,1562,0.03348059742736091,,,nan,,,,,,,
adam,1563,1563,0.03347118501395872,,,nan,,,,,,,
adam,1564,1564,0.03346178177740658,,,nan,,,,,,,
adam,1565,1565,0.03345238774656458,,,nan,,,,,,,
adam,1566,1566,0.033443002951473295,,,nan,,,,,,,
adam,1567,1567,0.033433627423309506,,,nan,,,,,,,
adam,1568,1568,0.033424261194342386,,,nan,,,,,,,
adam,1569,1569,0.033414904297890076,,,nan,,,,,,,
adam,1570,1570,0.03340555676827652,,,nan,,,,,,,
adam,1571,1571,0.03339621864078875,,,nan,,,,,,,
adam,1572,1572,0.03338688995163449,,,nan,,,,,,,
adam,1573,1573,0.033377570737900174,,,nan,,,,,,,
adam,1574,1574,0.03336826103750927,,,nan,,,,,,,
adam,1575,1575,0.03335896088918103,,,nan,,,,,,,
adam,1576,1576,0.03334967033238957,,,nan,,,,,,,
adam,1577,1577,0.03334038940732336,,,nan,,,,,,,
adam,1578,1578,0.03333111815484507,,,nan,,,,,,,
adam,1579,1579,0.033321856616451796,,,nan,,,,,,,
adam,1580,1580,0.03331260483423572,,,nan,,,,,,,
adam,1581,1581,0.03330336285084509,,,nan,,,,,,,
adam,1582,1582,0.033294130709445695,,,nan,,,,,,,
adam,1583,1583,0.03328490845368263,,,nan,,,,,,,
adam,1584,1584,0.033275696127642605,,,nan,,,,,,,
adam,1585,1585,0.033266493775816544,,,nan,,,,,,,
adam,1586,1586,0.033257301443062756,,,nan,,,,,,,
adam,1587,1587,0.03324811917457037,,,nan,,,,,,,
adam,1588,1588,0.03323894701582341,,,nan,,,,,,,
adam,1589,1589,0.03322978501256513,,,nan,,,,,,,
adam,1590,1590,0.033220633210762976,,,nan,,,,,,,
adam,1591,1591,0.033211491656573916,,,nan,,,,,,,
adam,1592,1592,0.03320236039631029,,,nan,,,,,,,
adam,1593,1593,0.033193239476406164,,,nan,,,,,,,
adam,1594,1594,0.03318412894338412,,,nan,,,,,,,
adam,1595,1595,0.03317502884382266,,,nan,,,,,,,
adam,1596,1596,0.03316593922432405,,,nan,,,,,,,
adam,1597,1597,0.033156860131482724,,,nan,,,,,,,
adam,1598,1598,0.03314779161185424,,,nan,,,,,,,
adam,1599,1599,0.033138733711924745,,,nan,,,,,,,
adam,1600,1600,0.033129686478081094,,,0.019241346965859853,,,,,,,
adam,1601,1601,0.03312064995658143,,,nan,,,,,,,
adam,1602,1602,0.03311162419352643,,,nan,,,,,,,
adam,1603,1603,0.03310260923483111,,,nan,,,,,,,
adam,1604,1604,0.03309360512619726,,,nan,,,,,,,
adam,1605,1605,0.03308461191308645,,,nan,,,,,,,
adam,1606,1606,0.03307562964069369,,,nan,,,,,,,
adam,1607,1607,0.03306665835392177,,,nan,,,,,,,
adam,1608,1608,0.033057698097356134,,,nan,,,,,,,
adam,1609,1609,0.033048748915240456,,,nan,,,,,,,
adam,1610,1610,0.03303981085145301,,,nan,,,,,,,
adam,1611,1611,0.033030883949483426,,,nan,,,,,,,
adam,1612,1612,0.033021968252410425,,,nan,,,,,,,
adam,1613,1613,0.03301306380288003,,,nan,,,,,,,
adam,1614,1614,0.03300417064308458,,,nan,,,,,,,
adam,1615,1615,0.03299528881474239,,,nan,,,,,,,
adam,1616,1616,0.032986418359078166,,,nan,,,,,,,
adam,1617,1617,0.03297755931680407,,,nan,,,,,,,
adam,1618,1618,0.03296871172810162,,,nan,,,,,,,
adam,1619,1619,0.032959875632604135,,,nan,,,,,,,
adam,1620,1620,0.03295105106938013,,,nan,,,,,,,
adam,1621,1621,0.032942238076917214,,,nan,,,,,,,
adam,1622,1622,0.03293343669310696,,,nan,,,,,,,
adam,1623,1623,0.032924646955230286,,,nan,,,,,,,
adam,1624,1624,0.032915868899943794,,,nan,,,,,,,
adam,1625,1625,0.03290710256326668,,,nan,,,,,,,
adam,1626,1626,0.032898347980568475,,,nan,,,,,,,
adam,1627,1627,0.03288960518655758,,,nan,,,,,,,
adam,1628,1628,0.03288087421527039,,,nan,,,,,,,
adam,1629,1629,0.03287215510006136,,,nan,,,,,,,
adam,1630,1630,0.03286344787359369,,,nan,,,,,,,
adam,1631,1631,0.032854752567830735,,,nan,,,,,,,
adam,1632,1632,0.03284606921402829,,,nan,,,,,,,
adam,1633,1633,0.03283739784272748,,,nan,,,,,,,
adam,1634,1634,0.032828738483748454,,,nan,,,,,,,
adam,1635,1635,0.03282009116618477,,,nan,,,,,,,
adam,1636,1636,0.03281145591839854,,,nan,,,,,,,
adam,1637,1637,0.032802832768016314,,,nan,,,,,,,
adam,1638,1638,0.03279422174192556,,,nan,,,,,,,
adam,1639,1639,0.03278562286627201,,,nan,,,,,,,
adam,1640,1640,0.03277703616645761,,,nan,,,,,,,
adam,1641,1641,0.03276846166713912,,,nan,,,,,,,
adam,1642,1642,0.03275989939222756,,,nan,,,,,,,
adam,1643,1643,0.03275134936488813,,,nan,,,,,,,
adam,1644,1644,0.03274281160754093,,,nan,,,,,,,
adam,1645,1645,0.03273428614186226,,,nan,,,,,,,
adam,1646,1646,0.032725772988786615,,,nan,,,,,,,
adam,1647,1647,0.03271727216850927,,,nan,,,,,,,
adam,1648,1648,0.03270878370048949,,,nan,,,,,,,
adam,1649,1649,0.03270030760345435,,,nan,,,,,,,
adam,1650,1650,0.032691843895403146,,,nan,,,,,,,
adam,1651,1651,0.03268339259361238,,,nan,,,,,,,
adam,1652,1652,0.03267495371464134,,,nan,,,,,,,
adam,1653,1653,0.03266652727433815,,,nan,,,,,,,
adam,1654,1654,0.03265811328784647,,,nan,,,,,,,
adam,1655,1655,0.032649711769612615,,,nan,,,,,,,
adam,1656,1656,0.03264132273339322,,,nan,,,,,,,
adam,1657,1657,0.032632946192263416,,,nan,,,,,,,
adam,1658,1658,0.03262458215862545,,,nan,,,,,,,
adam,1659,1659,0.03261623064421776,,,nan,,,,,,,
adam,1660,1660,0.03260789166012449,,,nan,,,,,,,
adam,1661,1661,0.03259956521678546,,,nan,,,,,,,
adam,1662,1662,0.03259125132400654,,,nan,,,,,,,
adam,1663,1663,0.03258294999097033,,,nan,,,,,,,
adam,1664,1664,0.03257466122624733,,,nan,,,,,,,
adam,1665,1665,0.0325663850378074,,,nan,,,,,,,
adam,1666,1666,0.032558121433031564,,,nan,,,,,,,
adam,1667,1667,0.03254987041872416,,,nan,,,,,,,
adam,1668,1668,0.032541632001125226,,,nan,,,,,,,
adam,1669,1669,0.032533406185923285,,,nan,,,,,,,
adam,1670,1670,0.03252519297826826,,,nan,,,,,,,
adam,1671,1671,0.03251699238278474,,,nan,,,,,,,
adam,1672,1672,0.03250880440358547,,,nan,,,,,,,
adam,1673,1673,0.03250062904428499,,,nan,,,,,,,
adam,1674,1674,0.032492466308013536,,,nan,,,,,,,
adam,1675,1675,0.03248431619743107,,,nan,,,,,,,
adam,1676,1676,0.032476178714741545,,,nan,,,,,,,
adam,1677,1677,0.03246805386170721,,,nan,,,,,,,
adam,1678,1678,0.032459941639663155,,,nan,,,,,,,
adam,1679,1679,0.032451842049531894,,,nan,,,,,,,
adam,1680,1680,0.03244375509183807,,,nan,,,,,,,
adam,1681,1681,0.03243568076672321,,,nan,,,,,,,
adam,1682,1682,0.03242761907396057,,,nan,,,,,,,
adam,1683,1683,0.03241957001297008,,,nan,,,,,,,
adam,1684,1684,0.0324115335828332,,,nan,,,,,,,
adam,1685,1685,0.03240350978230787,,,nan,,,,,,,
adam,1686,1686,0.03239549860984344,,,nan,,,,,,,
adam,1687,1687,0.03238750006359562,,,nan,,,,,,,
adam,1688,1688,0.03237951414144137,,,nan,,,,,,,
adam,1689,1689,0.0323715408409937,,,nan,,,,,,,
adam,1690,1690,0.03236358015961656,,,nan,,,,,,,
adam,1691,1691,0.032355632094439465,,,nan,,,,,,,
adam,1692,1692,0.03234769664237222,,,nan,,,,,,,
adam,1693,1693,0.03233977380011942,,,nan,,,,,,,
adam,1694,1694,0.03233186356419494,,,nan,,,,,,,
adam,1695,1695,0.032323965930936206,,,nan,,,,,,,
adam,1696,1696,0.032316080896518426,,,nan,,,,,,,
adam,1697,1697,0.03230820845696861,,,nan,,,,,,,
adam,1698,1698,0.0323003486081795,,,nan,,,,,,,
adam,1699,1699,0.03229250134592328,,,nan,,,,,,,
adam,1700,1700,0.03228466666586516,,,0.018801412840463487,,,,,,,
adam,1701,1701,0.03227684456357671,,,nan,,,,,,,
adam,1702,1702,0.03226903503454911,,,nan,,,,,,,
adam,1703,1703,0.03226123807420606,,,nan,,,,,,,
adam,1704,1704,0.032253453677916634,,,nan,,,,,,,
adam,1705,1705,0.032245681841007755,,,nan,,,,,,,
adam,1706,1706,0.03223792255877658,,,nan,,,,,,,
adam,1707,1707,0.0322301758265026,,,nan,,,,,,,
adam,1708,1708,0.03222244163945945,,,nan,,,,,,,
adam,1709,1709,0.032214719992926535,,,nan,,,,,,,
adam,1710,1710,0.032207010882200474,,,nan,,,,,,,
adam,1711,1711,0.03219931430260605,,,nan,,,,,,,
adam,1712,1712,0.03219163024950716,,,nan,,,,,,,
adam,1713,1713,0.0321839587183173,,,nan,,,,,,,
adam,1714,1714,0.032176299704509956,,,nan,,,,,,,
adam,1715,1715,0.03216865320362851,,,nan,,,,,,,
adam,1716,1716,0.03216101921129602,,,nan,,,,,,,
adam,1717,1717,0.032153397723224675,,,nan,,,,,,,
adam,1718,1718,0.03214578873522491,,,nan,,,,,,,
adam,1719,1719,0.032138192243214306,,,nan,,,,,,,
adam,1720,1720,0.0321306082432261,,,nan,,,,,,,
adam,1721,1721,0.032123036731417504,,,nan,,,,,,,
adam,1722,1722,0.03211547770407764,,,nan,,,,,,,
adam,1723,1723,0.0321079311576352,,,nan,,,,,,,
adam,1724,1724,0.032100397088665834,,,nan,,,,,,,
adam,1725,1725,0.032092875493899116,,,nan,,,,,,,
adam,1726,1726,0.03208536637022541,,,nan,,,,,,,
adam,1727,1727,0.032077869714702216,,,nan,,,,,,,
adam,1728,1728,0.03207038552456034,,,nan,,,,,,,
adam,1729,1729,0.032062913797209665,,,nan,,,,,,,
adam,1730,1730,0.032055454530244755,,,nan,,,,,,,
adam,1731,1731,0.03204800772144995,,,nan,,,,,,,
adam,1732,1732,0.032040573368804365,,,nan,,,,,,,
adam,1733,1733,0.03203315147048637,,,nan,,,,,,,
adam,1734,1734,0.03202574202487796,,,nan,,,,,,,
adam,1735,1735,0.032018345030568704,,,nan,,,,,,,
adam,1736,1736,0.0320109604863594,,,nan,,,,,,,
adam,1737,1737,0.03200358839126547,,,nan,,,,,,,
adam,1738,1738,0.03199622874452,,,nan,,,,,,,
adam,1739,1739,0.03198888154557653,,,nan,,,,,,,
adam,1740,1740,0.03198154679411152,,,nan,,,,,,,
adam,1741,1741,0.03197422449002651,,,nan,,,,,,,
adam,1742,1742,0.03196691463345004,,,nan,,,,,,,
adam,1743,1743,0.031959617224739195,,,nan,,,,,,,
adam,1744,1744,0.03195233226448094,,,nan,,,,,,,
adam,1745,1745,0.03194505975349311,,,nan,,,,,,,
adam,1746,1746,0.031937799692825196,,,nan,,,,,,,
adam,1747,1747,0.03193055208375874,,,nan,,,,,,,
adam,1748,1748,0.031923316927807525,,,nan,,,,,,,
adam,1749,1749,0.03191609422671753,,,nan,,,,,,,
adam,1750,1750,0.0319088839824665,,,nan,,,,,,,
adam,1751,1751,0.03190168619726333,,,nan,,,,,,,
adam,1752,1752,0.03189450087354719,,,nan,,,,,,,
adam,1753,1753,0.031887328013986346,,,nan,,,,,,,
adam,1754,1754,0.03188016762147675,,,nan,,,,,,,
adam,1755,1755,0.03187301969914038,,,nan,,,,,,,
adam,1756,1756,0.03186588425032331,,,nan,,,,,,,
adam,1757,1757,0.031858761278593536,,,nan,,,,,,,
adam,1758,1758,0.03185165078773862,,,nan,,,,,,,
adam,1759,1759,0.03184455278176303,,,nan,,,,,,,
adam,1760,1760,0.03183746726488519,,,nan,,,,,,,
adam,1761,1761,0.03183039424153452,,,nan,,,,,,,
adam,1762,1762,0.031823333716347976,,,nan,,,,,,,
adam,1763,1763,0.031816285694166564,,,nan,,,,,,,
adam,1764,1764,0.03180925018003157,,,nan,,,,,,,
adam,1765,1765,0.031802227179180555,,,nan,,,,,,,
adam,1766,1766,0.031795216697043174,,,nan,,,,,,,
adam,1767,1767,0.03178821873923681,,,nan,,,,,,,
adam,1768,1768,0.03178123331156195,,,nan,,,,,,,
adam,1769,1769,0.03177426041999738,,,nan,,,,,,,
adam,1770,1770,0.03176730007069529,,,nan,,,,,,,
adam,1771,1771,0.03176035226997598,,,nan,,,,,,,
adam,1772,1772,0.03175341702432262,,,nan,,,,,,,
adam,1773,1773,0.0317464943403757,,,nan,,,,,,,
adam,1774,1774,0.031739584224927266,,,nan,,,,,,,
adam,1775,1775,0.03173268668491514,,,nan,,,,,,,
adam,1776,1776,0.031725801727416826,,,nan,,,,,,,
adam,1777,1777,0.03171892935964336,,,nan,,,,,,,
adam,1778,1778,0.0317120695889329,,,nan,,,,,,,
adam,1779,1779,0.0317052224227443,,,nan,,,,,,,
adam,1780,1780,0.03169838786865044,,,nan,,,,,,,
adam,1781,1781,0.03169156593433138,,,nan,,,,,,,
adam,1782,1782,0.03168475662756754,,,nan,,,,,,,
adam,1783,1783,0.03167795995623257,,,nan,,,,,,,
adam,1784,1784,0.03167117592828614,,,nan,,,,,,,
adam,1785,1785,0.03166440455176674,,,nan,,,,,,,
adam,1786,1786,0.03165764583478412,,,nan,,,,,,,
adam,1787,1787,0.03165089978551186,,,nan,,,,,,,
adam,1788,1788,0.031644166412179625,,,nan,,,,,,,
adam,1789,1789,0.03163744572306547,,,nan,,,,,,,
adam,1790,1790,0.03163073772648793,,,nan,,,,,,,
adam,1791,1791,0.03162404243079812,,,nan,,,,,,,
adam,1792,1792,0.031617359844371605,,,nan,,,,,,,
adam,1793,1793,0.031610689975600355,,,nan,,,,,,,
adam,1794,1794,0.03160403283288443,,,nan,,,,,,,
adam,1795,1795,0.03159738842462376,,,nan,,,,,,,
adam,1796,1796,0.03159075675920973,,,nan,,,,,,,
adam,1797,1797,0.03158413784501671,,,nan,,,,,,,
adam,1798,1798,0.0315775316903936,,,nan,,,,,,,
adam,1799,1799,0.03157093830365526,,,nan,,,,,,,
adam,1800,1800,0.03156435769307378,,,0.018425132810841252,,,,,,,
adam,1801,1801,0.03155778986686995,,,nan,,,,,,,
adam,1802,1802,0.0315512348332044,,,nan,,,,,,,
adam,1803,1803,0.0315446926001689,,,nan,,,,,,,
adam,1804,1804,0.03153816317577753,,,nan,,,,,,,
adam,1805,1805,0.03153164656795783,,,nan,,,,,,,
adam,1806,1806,0.03152514278454192,,,nan,,,,,,,
adam,1807,1807,0.031518651833257576,,,nan,,,,,,,
adam,1808,1808,0.03151217372171936,,,nan,,,,,,,
adam,1809,1809,0.03150570845741962,,,nan,,,,,,,
adam,1810,1810,0.031499256047719554,,,nan,,,,,,,
adam,1811,1811,0.031492816499840245,,,nan,,,,,,,
adam,1812,1812,0.03148638982085366,,,nan,,,,,,,
adam,1813,1813,0.03147997601767372,,,nan,,,,,,,
adam,1814,1814,0.03147357509704732,,,nan,,,,,,,
adam,1815,1815,0.03146718706554532,,,nan,,,,,,,
adam,1816,1816,0.03146081192955364,,,nan,,,,,,,
adam,1817,1817,0.03145444969526432,,,nan,,,,,,,
adam,1818,1818,0.03144810036866659,,,nan,,,,,,,
adam,1819,1819,0.03144176395553797,,,nan,,,,,,,
adam,1820,1820,0.03143544046143544,,,nan,,,,,,,
adam,1821,1821,0.031429129891686565,,,nan,,,,,,,
adam,1822,1822,0.03142283225138073,,,nan,,,,,,,
adam,1823,1823,0.031416547545360385,,,nan,,,,,,,
adam,1824,1824,0.031410275778212295,,,nan,,,,,,,
adam,1825,1825,0.031404016954258915,,,nan,,,,,,,
adam,1826,1826,0.03139777107754979,,,nan,,,,,,,
adam,1827,1827,0.03139153815185293,,,nan,,,,,,,
adam,1828,1828,0.0313853181806464,,,nan,,,,,,,
adam,1829,1829,0.031379111167109834,,,nan,,,,,,,
adam,1830,1830,0.03137291711411607,,,nan,,,,,,,
adam,1831,1831,0.03136673602422287,,,nan,,,,,,,
adam,1832,1832,0.03136056789966474,,,nan,,,,,,,
adam,1833,1833,0.03135441274234471,,,nan,,,,,,,
adam,1834,1834,0.03134827055382632,,,nan,,,,,,,
adam,1835,1835,0.031342141335325695,,,nan,,,,,,,
adam,1836,1836,0.03133602508770356,,,nan,,,,,,,
adam,1837,1837,0.03132992181145756,,,nan,,,,,,,
adam,1838,1838,0.03132383150671447,,,nan,,,,,,,
adam,1839,1839,0.031317754173222724,,,nan,,,,,,,
adam,1840,1840,0.03131168981034481,,,nan,,,,,,,
adam,1841,1841,0.031305638417049975,,,nan,,,,,,,
adam,1842,1842,0.031299599991906894,,,nan,,,,,,,
adam,1843,1843,0.03129357453307662,,,nan,,,,,,,
adam,1844,1844,0.03128756203830543,,,nan,,,,,,,
adam,1845,1845,0.031281562504917995,,,nan,,,,,,,
adam,1846,1846,0.03127557592981056,,,nan,,,,,,,
adam,1847,1847,0.031269602309444276,,,nan,,,,,,,
adam,1848,1848,0.031263641639838705,,,nan,,,,,,,
adam,1849,1849,0.03125769391656538,,,nan,,,,,,,
adam,1850,1850,0.0312517591347416,,,nan,,,,,,,
adam,1851,1851,0.031245837289024227,,,nan,,,,,,,
adam,1852,1852,0.031239928373603808,,,nan,,,,,,,
adam,1853,1853,0.031234032382198677,,,nan,,,,,,,
adam,1854,1854,0.031228149308049305,,,nan,,,,,,,
adam,1855,1855,0.03122227914391274,,,nan,,,,,,,
adam,1856,1856,0.031216421882057255,,,nan,,,,,,,
adam,1857,1857,0.031210577514257126,,,nan,,,,,,,
adam,1858,1858,0.031204746031787543,,,nan,,,,,,,
adam,1859,1859,0.03119892742541976,,,nan,,,,,,,
adam,1860,1860,0.031193121685416304,,,nan,,,,,,,
adam,1861,1861,0.031187328801526446,,,nan,,,,,,,
adam,1862,1862,0.031181548762981785,,,nan,,,,,,,
adam,1863,1863,0.031175781558492,,,nan,,,,,,,
adam,1864,1864,0.031170027176240837,,,nan,,,,,,,
adam,1865,1865,0.031164285603882177,,,nan,,,,,,,
adam,1866,1866,0.031158556828536372,,,nan,,,,,,,
adam,1867,1867,0.03115284083678669,,,nan,,,,,,,
adam,1868,1868,0.031147137614675996,,,nan,,,,,,,
adam,1869,1869,0.03114144714770354,,,nan,,,,,,,
adam,1870,1870,0.031135769420822045,,,nan,,,,,,,
adam,1871,1871,0.03113010441843487,,,nan,,,,,,,
adam,1872,1872,0.031124452124393385,,,nan,,,,,,,
adam,1873,1873,0.031118812521994613,,,nan,,,,,,,
adam,1874,1874,0.031113185593978944,,,nan,,,,,,,
adam,1875,1875,0.03110757132252813,,,nan,,,,,,,
adam,1876,1876,0.031101969689263414,,,nan,,,,,,,
adam,1877,1877,0.03109638067524391,,,nan,,,,,,,
adam,1878,1878,0.031090804260965096,,,nan,,,,,,,
adam,1879,1879,0.031085240426357588,,,nan,,,,,,,
adam,1880,1880,0.031079689150786065,,,nan,,,,,,,
adam,1881,1881,0.031074150413048354,,,nan,,,,,,,
adam,1882,1882,0.031068624191374822,,,nan,,,,,,,
adam,1883,1883,0.031063110463427815,,,nan,,,,,,,
adam,1884,1884,0.031057609206301434,,,nan,,,,,,,
adam,1885,1885,0.031052120396521412,,,nan,,,,,,,
adam,1886,1886,0.031046644010045248,,,nan,,,,,,,
adam,1887,1887,0.031041180022262478,,,nan,,,,,,,
adam,1888,1888,0.031035728407995216,,,nan,,,,,,,
adam,1889,1889,0.03103028914149883,,,nan,,,,,,,
adam,1890,1890,0.03102486219646284,,,nan,,,,,,,
adam,1891,1891,0.031019447546012012,,,nan,,,,,,,
adam,1892,1892,0.031014045162707657,,,nan,,,,,,,
adam,1893,1893,0.031008655018549075,,,nan,,,,,,,
adam,1894,1894,0.031003277084975276,,,nan,,,,,,,
adam,1895,1895,0.030997911332866813,,,nan,,,,,,,
adam,1896,1896,0.03099255773254786,,,nan,,,,,,,
adam,1897,1897,0.03098721625378845,,,nan,,,,,,,
adam,1898,1898,0.03098188686580691,,,nan,,,,,,,
adam,1899,1899,0.030976569537272517,,,nan,,,,,,,
adam,1900,1900,0.030971264236308284,,,0.01811577594062913,,,,,,,
adam,1901,1901,0.03096597093049395,,,nan,,,,,,,
adam,1902,1902,0.0309606895868692,,,nan,,,,,,,
adam,1903,1903,0.030955420171937004,,,nan,,,,,,,
adam,1904,1904,0.030950162651667158,,,nan,,,,,,,
adam,1905,1905,0.030944916991500017,,,nan,,,,,,,
adam,1906,1906,0.030939683156350373,,,nan,,,,,,,
adam,1907,1907,0.03093446111061156,,,nan,,,,,,,
adam,1908,1908,0.03092925081815967,,,nan,,,,,,,
adam,1909,1909,0.03092405224235796,,,nan,,,,,,,
adam,1910,1910,0.030918865346061454,,,nan,,,,,,,
adam,1911,1911,0.030913690091621655,,,nan,,,,,,,
adam,1912,1912,0.03090852644089148,,,nan,,,,,,,
adam,1913,1913,0.030903374355230284,,,nan,,,,,,,
adam,1914,1914,0.030898233795509097,,,nan,,,,,,,
adam,1915,1915,0.030893104722116004,,,nan,,,,,,,
adam,1916,1916,0.030887987094961662,,,nan,,,,,,,
adam,1917,1917,0.030882880873484897,,,nan,,,,,,,
adam,1918,1918,0.030877786016658654,,,nan,,,,,,,
adam,1919,1919,0.03087270248299579,,,nan,,,,,,,
adam,1920,1920,0.030867630230555283,,,nan,,,,,,,
